Title,Release year,Genre,Duration,Rating,Viewership Certificate,User votes,Plot synopsis,Director,Poster Link
Intermezzo,1939,"['Drama', 'Music', 'Romance']",1h 10m,6.6,Approved,2.9K,"A violinist's piano accompanist retires. He hears his daughter's piano teacher (Ingrid Bergman) play, asks her to play on his next international tour, and they fall in love.",Gregory Ratoff,https://m.media-amazon.com/images/M/MV5BMzQ5ZWM4NjUtM2NmZC00MThjLThhMDItMzQzNmIyMjM4YTkwXkEyXkFqcGdeQXVyODcwODg0OQ@@._V1_.jpg
Hypothermia,2010,['Horror'],1h 13m,4,Not Rated,1.8K,"Two families' idyllic ice-fishing vacation turns deadly when they awaken a creature beneath the frozen lake, forcing them to rely on each other if they want to make it safely back to land. Horror icon Michael Rooker stars.",James Felix McKenney,https://m.media-amazon.com/images/M/MV5BMjM1OGMzNDAtNGRmNC00OTQ1LTlmZWQtZDk2ZDFiYTUxYmJhXkEyXkFqcGdeQXVyMTU0NTE4MTkz._V1_.jpg
Beyond Evil,1980,['Horror'],1h 34m,4.1,R,1K,"An architect and his wife move into a colonial mansion, where the demonic presence of the original owner's wife takes residence.",Herb Freed,https://m.media-amazon.com/images/M/MV5BMzZiNzZmZTQtYWU5Ny00YTdhLTk0YzAtYjE0MDU5YTA5MDAwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Space Probe Taurus,1965,"['Horror', 'Sci-Fi']",1h 21m,3.8,Not Rated,554,"In the year 2000, the spaceship Hope One sets off to find new galaxies for colonization, but an encounter with an alien being and a swarm of meteorites sends the ship streaking off course into a sea of monsters on an uncharted world.",Leonard Katzman,https://m.media-amazon.com/images/M/MV5BMDE1YjgxMDItMGVlOC00MDI3LTg5YWItODczNzY4MTlkNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Ride a Crooked Trail,1958,"['Drama', 'Western']",1h 28m,6.6,Approved,1.3K,Fugitive bank robber Joe Maybe steals the identity of a marshal and rides into a town whose judge asks Joe to act as town marshal but an old flame almost betrays his real identity forcing Joe to claim she's his wife.,Jesse Hibbs,https://m.media-amazon.com/images/M/MV5BYzU1MGUwODAtNDBiNS00ZmVhLWExMWEtZDJlZmY5MmEzN2I4XkEyXkFqcGdeQXVyMTI2OTM0NzQ@._V1_.jpg
Snowball Express,1972,"['Comedy', 'Family']",1h 33m,6.3,G,2K,"When John Baxter inherits a ski resort in the Rocky Mountains, he quits his job in New York and moves west to run it--only to find his ""estate"" in a state of total dilapidation.",Norman Tokar,https://m.media-amazon.com/images/M/MV5BODFiYWVmZjItNGQ2Ni00Yjg4LWI3ZmUtMWU2YTcxMDk5ZGM3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg
Attack of the Fifty Foot Woman,,,,,,,,,
Naked Tango,1990,"['Crime', 'Drama', 'Romance']",1h 30m,5.8,R,719,"When a young European woman assumes a false identity in 1920s Argentina, she gets more than she bargained for.",Leonard Schrader,https://m.media-amazon.com/images/M/MV5BMTMzMzIwOTc3MV5BMl5BanBnXkFtZTcwMDU4NTcxMQ@@._V1_.jpg
Catch the Heat,1987,"['Action', 'Comedy', 'Crime']",1h 27m,5,R,315,"A cop goes undercover in to infiltrate a drug ring as Cinderella Pu, a Chinese dancer with a unique martial arts style. An agent, who is actually at the center of the ring, is attracted by Pu and claims he can make her a star.",Joel Silberg,https://m.media-amazon.com/images/M/MV5BZmYzOTc1MTUtNmEwYi00MDJkLTgyNGMtMDkyOTczOGE3MGQxXkEyXkFqcGdeQXVyNjU5MjcxOTg@._V1_.jpg
Todd McFarlane's Spawn 2,1998,"['Animation', 'Action', 'Adventure']",2h 26m,8.2,PG-13,1.1K,"Spawn - having become plagued by nightmares - discovers that his former Special Forces partner, Chapel, was the one who murdered him. Their paths inevitably cross when Chapel attempts to steal military weapons for Jason Wynn.",Thomas A. Nelson,https://m.media-amazon.com/images/M/MV5BODhmZDUwY2QtMGQ4ZC00ZTY5LWI3MWEtOWQ0MTg1ZmU4ZmZhXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_.jpg
Fort Tilden,2014,['Comedy'],1h 38m,5.6,R,1.6K,A comedy about Allie and Harper and their needlessly difficult journey to the beach.,Sarah-Violet Bliss,https://m.media-amazon.com/images/M/MV5BMjEwODMzMzkxN15BMl5BanBnXkFtZTgwNzY3NDgyNjE@._V1_.jpg
Three Ages,1923,['Comedy'],1h 3m,7,Not Rated,5.2K,The misadventures of Buster in three separate historical periods.,Edward F. Cline,https://m.media-amazon.com/images/M/MV5BMjI3OTEzODA4NF5BMl5BanBnXkFtZTgwODc0NDIwMjE@._V1_.jpg
Chosen One: Alexandre Daigle,2024,['Documentary'],,,,,,,
Garbo Talks,1984,"['Comedy', 'Drama']",1h 43m,6.4,PG-13,1.8K,The son of a woman dying of a brain tumor tries to fulfill his mother's last wish: to meet Greta Garbo.,Sidney Lumet,https://m.media-amazon.com/images/M/MV5BZmJmMDgwNDktNTk5Ny00NDE4LTg3NTYtZDUzZDZmZmFmY2U2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg
Charlie Chan in London,1934,"['Crime', 'Drama', 'Mystery']",1h 19m,6.9,Approved,2.2K,"Charlie visits a wealthy country home in England. Suspects in the murder range from a housekeeper, to a stableman, to a lawyer.",Eugene Forde,https://m.media-amazon.com/images/M/MV5BMzgwMTg4NTg3NF5BMl5BanBnXkFtZTgwNTQzNzQ0MjE@._V1_.jpg
Lightning in a Bottle,1993,['Drama'],,,,,,,
Vampires: The Turning,2004,"['Action', 'Horror', 'Thriller']",1h 24m,3.6,R,2K,An American muay-thai fighter in Thailand must join forces with a group of vampire hunters to track down and kill a vampire lord who has kidnapped his gilfriend.,Martin Jay Weiss,https://m.media-amazon.com/images/M/MV5BMTY4NjU2ODEzM15BMl5BanBnXkFtZTcwMTYxNDgyMQ@@._V1_.jpg
Fudgy Wudgy Fudge Face,2010,"['Adventure', 'Comedy', 'Fantasy']",2h 10m,6.7,Not Rated,67,"A UFO crashes to earth. The first human the alien meets is a hillbilly named, Elmore P. Fudge, the dumbest man in the world. Elmore learns the Alien came to earth because, like in the movie 'Footloose', they are forbidden to dance on his planet. Elmore helps the alien find a disc... Read all",Harland Williams,https://m.media-amazon.com/images/M/MV5BODIxODA2ODk0NF5BMl5BanBnXkFtZTgwNjE4NDA2MDE@._V1_.jpg
Hellmaster,1992,"['Horror', 'Thriller']",1h 36m,3.9,Not Rated,794,"A psychotic college professor uses unwitting students as laboratory rats, injecting them with a drug that mutates them into gory killers.",Douglas Schulze,https://m.media-amazon.com/images/M/MV5BYWNmNTQwZDQtNTk0Mi00ZDBiLTlkOTAtMTY0ZDk2ZWQ4ZDZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Yellow-Faced Tiger,1974,"['Action', 'Crime', 'Thriller']",1h 28m,4.2,R,732,"A Chinese-American cop, skilled in martial arts, battles the most powerful criminal gang in San Francisco that is responsible for the death of his partner.",Wei Lo,https://m.media-amazon.com/images/M/MV5BOTE2MmZkNDctYzE4ZS00NmY4LTkzNDAtMmM4NTlkZjQ4ZTViXkEyXkFqcGdeQXVyMjcwNDczMjY@._V1_.jpg
Trial by Jury,1994,"['Crime', 'Drama', 'Thriller']",1h 47m,5.4,R,2.1K,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",Heywood Gould,https://m.media-amazon.com/images/M/MV5BMjgyMjYxYzMtOTY4Zi00ZjYxLThkNmEtZmY1NWExZDJjMWU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
The Texas Rangers,1951,['Western'],1h 14m,6.2,Approved,458,"In 1874, unable to eliminate a gang of notorious outlaws, the Texas Rangers hire two former convicts to assist with the tracking and the destruction of the Sam Bass gang.",Phil Karlson,https://m.media-amazon.com/images/M/MV5BZDM0OWFjNjgtYWZhNS00NjM4LTg4ZjMtMDYzODgwZGE0OTE0XkEyXkFqcGdeQXVyNTUxODQ0MDk@._V1_.jpg
It Takes Three,2021,"['Comedy', 'Romance']",1h 30m,4.9,Not Rated,251,"When the coolest guy in school discovers that the new girl sees through his popularity and good looks, he enlists the class nerd to take over his social media accounts to add substance to his style.",Scott Coffey,https://m.media-amazon.com/images/M/MV5BM2FiN2IxNDgtMDZiZC00YzU0LTg5ZTYtZGE5MTA3YmRjMDUxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg
The Need to Grow,2019,['Documentary'],,,,,,,
Born in China,2016,['Documentary'],1h 19m,7.1,G,4.1K,"Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.",Chuan Lu,https://m.media-amazon.com/images/M/MV5BODg3YTIwMjQtZmM1MS00MTY1LThlZjgtMThmZjQ2ZTgwM2ZmXkEyXkFqcGdeQXVyNjc3NDgwNzU@._V1_.jpg
Saturday Church,2017,"['Drama', 'Fantasy', 'Music']",1h 22m,6.4,Not Rated,1.2K,"A 14 year-old-boy, struggling with gender identity and religion, begins to use fantasy to escape his life in the inner city and find his passion in the process.",Damon Cardasis,https://m.media-amazon.com/images/M/MV5BMjQwOTA0MzIzOF5BMl5BanBnXkFtZTgwNDUxNTYxNDM@._V1_.jpg
Buchanan Rides Alone,1958,"['Drama', 'Western']",1h 20m,6.8,Approved,3.2K,"Texan Tom Buchanan is heading back home with enough money to start his own ranch, but when he stops in the crooked town of Agry, he's robbed and framed for murder.",Budd Boetticher,https://m.media-amazon.com/images/M/MV5BMTE5MWE0YTAtNTFjNi00OGQ4LWFlZDgtNWI5NjY4NWUwMjZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg
Abbott and Costello Meet Captain Kidd,1952,"['Adventure', 'Comedy', 'Musical']",1h 10m,5.7,Approved,2.3K,Rocky and Puddin' Head are waiting tables at an inn on Tortuga when a letter given them by Lady Jane for delivery to Martingale gets switched with a treasure map. Kidd and Bonney kidnap them to Skull Island to find said treasure.,Charles Lamont,https://m.media-amazon.com/images/M/MV5BZmVmMzZiYzAtNDgyMS00ZGU4LWJlOGUtMzIyYWIzZTE0ZDc3L2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg
"Live a Little, Love a Little",1968,"['Comedy', 'Musical', 'Romance']",1h 30m,5.6,PG,2.1K,"Photographer Greg Nolan moonlights in two full-time jobs to pay the rent, but has trouble finding time to do them both without his bosses finding out.",Norman Taurog,https://m.media-amazon.com/images/M/MV5BMWMyNmE0M2EtODE1YS00ZGQxLWIxOTQtMjEzZmE2ODBiYWExXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_.jpg
The Big Caper,1957,"['Crime', 'Drama', 'Film-Noir']",1h 24m,6.5,Approved,889,"A ""confidence couple"" pose as husband and wife while attempting a bank heist.",Robert Stevens,https://m.media-amazon.com/images/M/MV5BMmQ2OWZjN2MtZWU2YS00NGZhLTg4MDktZTM3NDRkZmQ3ZTAyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
Mrs,2023,"['Comedy', 'Drama']",,,,,,,
Take Out,2004,['Drama'],1h 27m,7.1,Not Rated,1.2K,An illegal Chinese immigrant falls behind on payments on an enormous smuggling debt. Ming Ding has only until the end of the day to come up with the money.,Sean Baker,https://m.media-amazon.com/images/M/MV5BMTQ5MDY4MzQ1OV5BMl5BanBnXkFtZTcwMzUxMjU3Mg@@._V1_.jpg
Bad Kids Go to Hell,2012,"['Comedy', 'Horror', 'Mystery']",1h 31m,4.5,R,3.8K,"On a stormy Saturday afternoon, six students from Crestview Academy begin to meet horrible fates as they serve out their detentions. Is a fellow student to blame, or perhaps Crestview's alleged ghosts are behind the terrible acts?",Matthew Spradlin,https://m.media-amazon.com/images/M/MV5BMTU0NDMxMzk4Ml5BMl5BanBnXkFtZTcwNTcxNjM5Nw@@._V1_.jpg
Life Is Cheap... But Toilet Paper Is Expensive,1989,"['Comedy', 'Crime']",1h 25m,5.9,X,277,"A man is hired by a group of people he believes to be gangsters to escort a briefcase from America to Hong Kong. When he arrives, however, his contact is nowhere to be found.",Wayne Wang,https://m.media-amazon.com/images/M/MV5BMDA5NTBmYjEtOGMxNi00ZjJjLWJkMDYtZWM2Y2I3M2QxYmM3XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg
The Strange Love of Molly Louvain,1932,"['Crime', 'Drama', 'Romance']",1h 13m,6.4,Not Rated,590,Molly Louvain's plans for a respectable marriage with her sweetheart Ralph fall through so she takes to the road with a two-bit crook and becomes wanted by the police in connection with a high-profile crime.,Michael Curtiz,https://m.media-amazon.com/images/M/MV5BYzg2MWQ4MzAtODg1Yi00ODAwLWI5ZWMtMWIxZDY5ZWYyMzAzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
The Crusades,1935,"['Adventure', 'Drama', 'History']",2h 5m,6.5,Approved,1.3K,King Richard and the Third Crusade (1190-1192) are given the DeMille treatment with more spectacle than history.,Cecil B. DeMille,https://m.media-amazon.com/images/M/MV5BOThjNmY5NmItZGNjNS00NjE4LTk1ZjMtYjgwOWI0MjU4YzhhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg
Jack & Lou: a Gangster Love Story,,,,,,,,,
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",1980,"['Animation', 'Adventure', 'Comedy']",1h 15m,7.1,G,3.5K,Charlie Brown and his friends travel to Europe as exchange students.,Bill Melendez,https://m.media-amazon.com/images/M/MV5BYWZkMTI3M2MtMjM4Zi00ZGRhLTg2MTMtN2NlYjI2Njg4OTgwXkEyXkFqcGdeQXVyODUyMjAzMDc@._V1_.jpg
The Blue Veil,1951,['Drama'],,,,,,,
Anna,1987,['Drama'],1h 40m,6.3,PG-13,809,"Anna, an aging Czech movie star, comes to NYC struggling to establish her career. When she meets a beautiful, young peasant girl, she teaches her the ins and outs of acting, only to have the young girl become a screen star instead.",Yurek Bogayevicz,https://m.media-amazon.com/images/M/MV5BM2M4OGUyYWEtYmMyNi00ZmI0LWFlNDEtMzE0NjRmOWUwMjA0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg
Winterhawk,1975,"['Adventure', 'Western']",1h 38m,5.7,PG,629,"In 1845 Montana, a Blackfoot Chief tries to buy a cure for his tribe's smallpox infection, but the white settlers are unsympathetic, forcing the Indian Chief to resort to desperate measures.",Charles B. Pierce,https://m.media-amazon.com/images/M/MV5BMTUyNjk4Nzk0MV5BMl5BanBnXkFtZTYwMDE1NDk4._V1_.jpg
The Square,2013,"['Documentary', 'Drama', 'History']",1h 35m,8,Not Rated,9.4K,"A group of Egyptian revolutionaries battle leaders and regimes, risking their lives to build a new society of conscience.",Jehane Noujaim,https://m.media-amazon.com/images/M/MV5BMTUxMjkwNzM5M15BMl5BanBnXkFtZTgwOTIxNDQyNDE@._V1_.jpg
Night Caller,2021,"['Horror', 'Mystery', 'Thriller']",,,,,,,
WEAPONiZED,2016,"['Action', 'Sci-Fi', 'Thriller']",1h 31m,3.6,Not Rated,1.8K,"A damaged homicide detective (Johnny Messner) must prevent a grieving father from unleashing a ""robotic virus"" that he believes will destroy the terrorist cell that murdered his son, but at an unimaginable cost.",Timothy Woodward Jr.,https://m.media-amazon.com/images/M/MV5BMTUzNjE5ODMyM15BMl5BanBnXkFtZTgwMzk3OTQ2NzE@._V1_.jpg
Metamorphosis: The Alien Factor,1990,"['Horror', 'Sci-Fi', 'Thriller']",1h 38m,5,R,1.1K,"A virus from outer space transforms a bio-researcher into a blood thirsty monster. Chief researcher Dr. Vialini doesn't want the cops and public to know about this secret experiment. But he becomes lunch very soon. Its first victim is the lab's security guard. Suddenly, the guard... Read all",Glenn Takakjian,https://m.media-amazon.com/images/M/MV5BMTNlZTBjNWYtN2E1Yi00MzE1LThjNmQtNTY2M2ZhNWQwODk4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
The Woman Who Wasn't There,2012,['Documentary'],1h 5m,6.8,Not Rated,2.6K,"A psychological thriller that goes inside the mind of history's most infamous 9/11 ""survivor.""",Angelo J. Guglielmo Jr.,
Aileen: Life and Death of a Serial Killer,2003,"['Documentary', 'Crime']",1h 33m,7.1,R,7K,"Nick Broomfield's second documentary about serial killer Aileen Wuornos, focusing on her mental state on death row.",Nick Broomfield,https://m.media-amazon.com/images/M/MV5BZWZlY2JlMmYtMGU2YS00MDU0LWFiZDEtOGE2OTJiY2RiMDI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Never Again,2001,"['Comedy', 'Romance']",1h 38m,6.1,R,974,Two people who have pledged never to fall in love again then discover each other in a gay bar.,Eric Schaeffer,https://m.media-amazon.com/images/M/MV5BYWI2ZDk2NWYtMzBjMC00ZWNmLTlkZTQtOGEyNTllMTg1YzA4XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_.jpg
Southside with You,2016,"['Biography', 'Drama', 'History']",1h 24m,6.3,PG-13,10K,"Chronicles the 1989 summer afternoon when the future President of the United States, Barack Obama, wooed his future First Lady, Michelle Obama, on a first date across Chicago's South Side.",Richard Tanne,https://m.media-amazon.com/images/M/MV5BMjI3MTQ3NzE5NV5BMl5BanBnXkFtZTgwMjgzOTMxOTE@._V1_.jpg
Grace and Grit,2021,"['Biography', 'Drama', 'Romance']",1h 51m,5,R,382,A couple's marriage is shaken by the discovery of an illness. Together they will fight to make sense of this struggle and discover the meaning of eternal love.,Sebastian Siegel,https://m.media-amazon.com/images/M/MV5BN2VjM2YzMDgtMDhjNS00OGIzLWE2ZmItNDExNTRkOTc0YzMxXkEyXkFqcGdeQXVyMzcwMDc1MA@@._V1_.jpg
Travis: The True Story of Travis Walton,2015,['Documentary'],,,,,,,
Tomorrow Is Another Day,1951,"['Crime', 'Drama', 'Film-Noir']",1h 30m,7.1,Approved,1.6K,"An ex-convict and a woman fall in love, after she shoots her police Lt. boyfriend dead in self defense, and falsely leads him to believe that he did the shooting.",Felix E. Feist,https://m.media-amazon.com/images/M/MV5BNDQyODU4MDctNzk1Yy00YzVlLWJhMmYtODU2YjMxYjQyNWYzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg
Civil Brand,2002,"['Drama', 'Thriller', 'Crime']",1h 35m,5.1,R,817,"Frances is in the pen for killing her abusive husband. The abused the prisoners rise up against the ""new plantation"" that harvest human labor for profit. Nothing will stop Frances and her fellow inmates in this brutal battle for justice.",Neema Barnette,https://m.media-amazon.com/images/M/MV5BMTkyNDI4NTgyM15BMl5BanBnXkFtZTcwMTcwNDAwMQ@@._V1_.jpg
Enter Laughing,1967,"['Comedy', 'Romance']",1h 52m,6.3,Approved,732,A young would-be actor seeks his first break.,Carl Reiner,https://m.media-amazon.com/images/M/MV5BNTcxZTJkOGItZDIzNi00OGMzLWIwODMtODU2ZjlkY2YzYmY1XkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_.jpg
Flipside,2023,['Documentary'],,,,,,,
A Christmas Sunset,2021,['Drama'],,,,,,,
Do Not Disturb,1965,"['Comedy', 'Romance']",1h 42m,5.8,Not Rated,1.9K,"When American couple Janet (Doris Day) and Mike (Rod Taylor) move to England for his business, she soon fears he's having an affair with his attractive secretary and decides to get back at him by pretending she has been unfaithful.",Ralph Levy,https://m.media-amazon.com/images/M/MV5BMDY3NTcwNTAtYjViYS00YzI2LWJlODctZTNkNDM2NGFhYmQyL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg
True to the Game 3,2021,"['Crime', 'Romance', 'Thriller']",1h 38m,5.1,R,357,"The trilogy picks right up where True 2 left us. Gena's awakes to find that her mysterious savior is Quadir. Before happily ever after, Gena has 72 hours to go back to Philly to check on Bria and Gah Git and let them know of her plans.",David Wolfgang,https://m.media-amazon.com/images/M/MV5BNTVlODdjMDQtYTg3ZS00MDJjLWFhZDUtOTM0N2JlYjBmNjJlXkEyXkFqcGdeQXVyNjYyODEwMDU@._V1_.jpg
Crossing the Bridge,1992,"['Comedy', 'Drama']",1h 43m,6.3,R,946,The adventures of three teenage friends in 1970s Detroit.,Mike Binder,https://m.media-amazon.com/images/M/MV5BNDA3MWQ4ZDMtMjMxNC00ODhmLTk4ZTItNjQxODUwOWFhODE5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
Twisted,1986,"['Horror', 'Thriller']",1h 25m,4.7,R,518,"Alienated teenager Mark uses his evil genius to manipulate his family and intimidate his peers. When a sensitive neighbor offers to baby sit, her disturbing past make her perfect prey for the reign of electronic terror Mark has in store.",Adam Holender,https://m.media-amazon.com/images/M/MV5BZGY1YTQ0M2MtODQ3Ny00OTkwLWI1NTUtM2QxYzBkOTUyNWM0XkEyXkFqcGdeQXVyMjM0ODM0NDk@._V1_.jpg
I'm in Love with A Stripper,2024,['Drama'],,,,,,,
Future Kick,1991,"['Action', 'Sci-Fi']",1h 20m,4,R,617,"On Earth in the future, Don ""The Dragon"" Wilson takes on a sinister corporation that trades in black market human body parts. He single handedly manages to restore law and order in a motion picture tour de force guaranteed to thrill science fiction and martial arts fans alike.",Damian Klaus,https://m.media-amazon.com/images/M/MV5BNmQ2ZGRjYjktZGFlYi00Mjg3LWE1M2YtOGUyMDk2ZmNhYjEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Pierre the Pigeon-Hawk,,,,,,,,,
Jennifer,1953,"['Drama', 'Mystery', 'Thriller']",1h 13m,5.8,Not Rated,494,"Agnes Langsley gets a job, through Jim Hollis, as caretaker of an old and vacated estate. The owner's cousin, Jennifer, was the last occupant and mysteriously disappeared. Agnes soon begins to believe that Jennifer was murdered and that Jilm, whom she has fallen in love with, is ... Read all",Joel Newton,https://m.media-amazon.com/images/M/MV5BNTQ2ZmNjMzgtMzNjNS00MjZhLWJkMjMtNzNhYjhiOWNiZjFkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
The Journey of August King,1995,['Drama'],1h 31m,6.5,PG-13,1.1K,"A multi-dimensional drama about a North Carolina farmer in April 1815. August King, a widower, is on his way home after selling his produce and purchasing the stock and goods he will need for the coming year. On his journey, he comes upon a 17-year-old runaway slave and he he mus... Read all",John Duigan,https://m.media-amazon.com/images/M/MV5BMTM2ZmQzYmItY2M3Ny00MDQ1LWEzZTgtYWQ2MGE0MGQ3ODMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
